name,location,categories,rating,price,Type,latitude,longitude,free_bikes
Battersea Park,"300248 - Sopwith Way, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.4811219398,-0.149035374873,19
St Georges Square,"300248 - Sopwith Way, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.4811219398,-0.149035374873,19
Chelsea Physic Garden,"300248 - Sopwith Way, Battersea Park","[{'alias': 'gardens', 'title': 'Botanical Gardens'}]",4.5,,Park,51.4811219398,-0.149035374873,19
Battersea Power Station,"300248 - Sopwith Way, Battersea Park","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.4811219398,-0.149035374873,19
Chelsea Bridge,"300248 - Sopwith Way, Battersea Park","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,,Park,51.4811219398,-0.149035374873,19
The Chelsea Flower Show,"300248 - Sopwith Way, Battersea Park","[{'alias': 'gardens', 'title': 'Botanical Gardens'}]",4.0,,Park,51.4811219398,-0.149035374873,19
Battersea Park,"300248 - Sopwith Way, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.4811219398,-0.149035374873,19
Imperial Camel Corps Memorial,"300248 - Sopwith Way, Battersea Park","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.4811219398,-0.149035374873,19
Pimlico Gardens,"300248 - Sopwith Way, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.4811219398,-0.149035374873,19
Hyde Park,"001197 - Sackville Street, Mayfair","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.51004801,-0.138846453,12
Green Park,"001197 - Sackville Street, Mayfair","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.51004801,-0.138846453,12
St James's Park,"001197 - Sackville Street, Mayfair","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.51004801,-0.138846453,12
Aquadrome,"001197 - Sackville Street, Mayfair","[{'alias': 'lakes', 'title': 'Lakes'}]",4.0,,Park,51.51004801,-0.138846453,12
Golden Square,"001197 - Sackville Street, Mayfair","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.51004801,-0.138846453,12
Soho Square,"001197 - Sackville Street, Mayfair","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.51004801,-0.138846453,12
Mount Street Gardens,"001197 - Sackville Street, Mayfair","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.51004801,-0.138846453,12
St James Square,"001197 - Sackville Street, Mayfair","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.51004801,-0.138846453,12
Grosvenor Square,"001197 - Sackville Street, Mayfair","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.51004801,-0.138846453,12
South Bank Skate Park,"001197 - Sackville Street, Mayfair","[{'alias': 'skate_parks', 'title': 'Skate Parks'}]",4.0,,Park,51.51004801,-0.138846453,12
Piccadilly Circus,"001197 - Sackville Street, Mayfair","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.51004801,-0.138846453,12
Berkeley Square,"001197 - Sackville Street, Mayfair","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.51004801,-0.138846453,12
Leicester Square Gardens,"001197 - Sackville Street, Mayfair","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,,Park,51.51004801,-0.138846453,12
Trafalgar Square,"001197 - Sackville Street, Mayfair","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.51004801,-0.138846453,12
Cavendish Square,"001197 - Sackville Street, Mayfair","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.51004801,-0.138846453,12
Bloomsbury Square Gardens,"001197 - Sackville Street, Mayfair","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.51004801,-0.138846453,12
Buckingham Palace,"001197 - Sackville Street, Mayfair","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.51004801,-0.138846453,12
Leicester Square,"001197 - Sackville Street, Mayfair","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.51004801,-0.138846453,12
Spencer House,"001197 - Sackville Street, Mayfair","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,,Park,51.51004801,-0.138846453,12
Wellington Arch,"001197 - Sackville Street, Mayfair","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,,Park,51.51004801,-0.138846453,12
Falcon Glade,"300094 - Plough Terrace, Clapham Junction","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.46230566,-0.175407201,4
Falcon Park,"300094 - Plough Terrace, Clapham Junction","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.46230566,-0.175407201,4
Wandsworth Common,"300094 - Plough Terrace, Clapham Junction","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.46230566,-0.175407201,4
Shillington Park,"300094 - Plough Terrace, Clapham Junction","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",4.0,,Park,51.46230566,-0.175407201,4
Spencer Park,"300094 - Plough Terrace, Clapham Junction","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.46230566,-0.175407201,4
Paddington Street Gardens,"200008 - Portman Square, Marylebone","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.516204,-0.155525,10
Grosvenor Square,"200008 - Portman Square, Marylebone","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.516204,-0.155525,10
Mount Street Gardens,"200008 - Portman Square, Marylebone","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.516204,-0.155525,10
Cavendish Square,"200008 - Portman Square, Marylebone","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.516204,-0.155525,10
Manchester Square,"200008 - Portman Square, Marylebone","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.516204,-0.155525,10
Brown Hart Gardens,"200008 - Portman Square, Marylebone","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.516204,-0.155525,10
Berkeley Square,"200008 - Portman Square, Marylebone","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.516204,-0.155525,10
Animals In War Memorial,"200008 - Portman Square, Marylebone","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.516204,-0.155525,10
Marble Arch,"200008 - Portman Square, Marylebone","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,,Park,51.516204,-0.155525,10
Hanover Square,"200008 - Portman Square, Marylebone","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.516204,-0.155525,10
September 11 Memorial Garden,"200008 - Portman Square, Marylebone","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.516204,-0.155525,10
Gibson Square Park,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.53638435,-0.102757578,10
New River Walk,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.53638435,-0.102757578,10
Barnard Park,"300031 - Islington Green, Angel","[{'alias': 'dog_parks', 'title': 'Dog Parks'}]",3.5,,Park,51.53638435,-0.102757578,10
milner square park,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",2.5,,Park,51.53638435,-0.102757578,10
Barnard Park Adventure Playground,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.53638435,-0.102757578,10
Islington Green,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.53638435,-0.102757578,10
Duncan Terrace Gardens,"300031 - Islington Green, Angel","[{'alias': 'galleries', 'title': 'Art Galleries'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.53638435,-0.102757578,10
Joseph Grimaldi Park,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.53638435,-0.102757578,10
Pleasant Place Garden,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.53638435,-0.102757578,10
Thornhill Gardens,"300031 - Islington Green, Angel","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.53638435,-0.102757578,10
Canonbury Square,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.53638435,-0.102757578,10
Barnsbury Square,"300031 - Islington Green, Angel","[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,££,Park,51.53638435,-0.102757578,10
Myddelton Square Park,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.53638435,-0.102757578,10
Thornhill Square,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.53638435,-0.102757578,10
Islington Visitor Moorings,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.53638435,-0.102757578,10
Asteys Row Rock Gardens,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.53638435,-0.102757578,10
Battishill Street Gardens,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.53638435,-0.102757578,10
Compton Terrace Gardens,"300031 - Islington Green, Angel","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.53638435,-0.102757578,10
Little Venice,"200108 - Bishop's Bridge Road East, Bayswater","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.5171,-0.18377,8
Diana Memorial Playground,"200108 - Bishop's Bridge Road East, Bayswater","[{'alias': 'playgrounds', 'title': 'Playgrounds'}]",4.5,,Park,51.5171,-0.18377,8
Norfolk Square Gardens,"200108 - Bishop's Bridge Road East, Bayswater","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.5171,-0.18377,8
Italian Gardens,"200108 - Bishop's Bridge Road East, Bayswater","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.5171,-0.18377,8
Notting Hill Gate,"200108 - Bishop's Bridge Road East, Bayswater","[{'alias': 'trainstations', 'title': 'Train Stations'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.5171,-0.18377,8
Peter Pans Statue,"200108 - Bishop's Bridge Road East, Bayswater","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.5171,-0.18377,8
St James's Park,"001153 - Pall Mall East, West End","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.50777049,-0.130699733,22
Victoria Embankment Gardens,"001153 - Pall Mall East, West End","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.50777049,-0.130699733,22
Aquadrome,"001153 - Pall Mall East, West End","[{'alias': 'lakes', 'title': 'Lakes'}]",4.0,,Park,51.50777049,-0.130699733,22
Jubilee Gardens,"001153 - Pall Mall East, West End","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.50777049,-0.130699733,22
Whitehall Gardens,"001153 - Pall Mall East, West End","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.50777049,-0.130699733,22
Soho Square,"001153 - Pall Mall East, West End","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.50777049,-0.130699733,22
South Bank Skate Park,"001153 - Pall Mall East, West End","[{'alias': 'skate_parks', 'title': 'Skate Parks'}]",4.0,,Park,51.50777049,-0.130699733,22
Trafalgar Square,"001153 - Pall Mall East, West End","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.50777049,-0.130699733,22
St James's Park Lake,"001153 - Pall Mall East, West End","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'lakes', 'title': 'Lakes'}]",4.5,,Park,51.50777049,-0.130699733,22
St James Square,"001153 - Pall Mall East, West End","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.50777049,-0.130699733,22
Lincoln's Inn,"001153 - Pall Mall East, West End","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.50777049,-0.130699733,22
Berkeley Square,"001153 - Pall Mall East, West End","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.50777049,-0.130699733,22
Green Park,"001153 - Pall Mall East, West End","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.50777049,-0.130699733,22
Leicester Square Gardens,"001153 - Pall Mall East, West End","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,,Park,51.50777049,-0.130699733,22
Golden Square,"001153 - Pall Mall East, West End","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.50777049,-0.130699733,22
Piccadilly Circus,"001153 - Pall Mall East, West End","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.50777049,-0.130699733,22
Leicester Square,"001153 - Pall Mall East, West End","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.50777049,-0.130699733,22
Churchill War Rooms,"001153 - Pall Mall East, West End","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'museums', 'title': 'Museums'}]",4.5,,Park,51.50777049,-0.130699733,22
Westminster Abbey,"001153 - Pall Mall East, West End","[{'alias': 'churches', 'title': 'Churches'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.50777049,-0.130699733,22
Coca Cola London Eye,"001153 - Pall Mall East, West End","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.50777049,-0.130699733,22
Fortune Street Park,"200253 - Fore Street, Guildhall","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",4.0,,Park,51.517842,-0.090075,0
Finsbury Avenue Square,"200253 - Fore Street, Guildhall","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.517842,-0.090075,0
Finsbury Circus Garden,"200253 - Fore Street, Guildhall","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.517842,-0.090075,0
Postman's Park,"200253 - Fore Street, Guildhall","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.517842,-0.090075,0
West Smithfield Garden,"200253 - Fore Street, Guildhall","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.517842,-0.090075,0
Bunhill Fields,"200253 - Fore Street, Guildhall","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.517842,-0.090075,0
Russell Park,"200253 - Fore Street, Guildhall","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.517842,-0.090075,0
Banksy Graffiti Artist,"200253 - Fore Street, Guildhall","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]",4.5,,Park,51.517842,-0.090075,0
Radnor Street Gardens,"200253 - Fore Street, Guildhall","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.517842,-0.090075,0
Sky Garden,"200253 - Fore Street, Guildhall","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.517842,-0.090075,0
Quaker Gardens,"200253 - Fore Street, Guildhall","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.517842,-0.090075,0
Charterhouse Square,"200253 - Fore Street, Guildhall","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.517842,-0.090075,0
St Alphage's Church Ruins,"200253 - Fore Street, Guildhall","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]",3.0,,Park,51.517842,-0.090075,0
St. Paul's Cathedral,"200253 - Fore Street, Guildhall","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'churches', 'title': 'Churches'}]",4.5,,Park,51.517842,-0.090075,0
Exchange Square,"200253 - Fore Street, Guildhall","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.517842,-0.090075,0
Trinity Square Gardens,"200253 - Fore Street, Guildhall","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.517842,-0.090075,0
Featherstone Street Benches,"200253 - Fore Street, Guildhall","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.517842,-0.090075,0
Millennium Bridge,"200253 - Fore Street, Guildhall","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.517842,-0.090075,0
City Of London,"200253 - Fore Street, Guildhall","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,,Park,51.517842,-0.090075,0
Paternoster Square,"200253 - Fore Street, Guildhall","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.0,,Park,51.517842,-0.090075,0
Fortune Street Park,"001092 - Moorfields, Moorgate","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",4.0,,Park,51.51906932,-0.088285377,31
Kings Square Gardens,"001092 - Moorfields, Moorgate","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.51906932,-0.088285377,31
Finsbury Avenue Square,"001092 - Moorfields, Moorgate","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.51906932,-0.088285377,31
Finsbury Circus Garden,"001092 - Moorfields, Moorgate","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.51906932,-0.088285377,31
Bunhill Fields,"001092 - Moorfields, Moorgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.51906932,-0.088285377,31
West Smithfield Garden,"001092 - Moorfields, Moorgate","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.51906932,-0.088285377,31
Postman's Park,"001092 - Moorfields, Moorgate","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.51906932,-0.088285377,31
Radnor Street Gardens,"001092 - Moorfields, Moorgate","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.51906932,-0.088285377,31
Russell Park,"001092 - Moorfields, Moorgate","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.51906932,-0.088285377,31
Banksy Graffiti Artist,"001092 - Moorfields, Moorgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]",4.5,,Park,51.51906932,-0.088285377,31
Exchange Square,"001092 - Moorfields, Moorgate","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.51906932,-0.088285377,31
Quaker Gardens,"001092 - Moorfields, Moorgate","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.51906932,-0.088285377,31
Sky Garden,"001092 - Moorfields, Moorgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.51906932,-0.088285377,31
Hoxton Square,"001092 - Moorfields, Moorgate","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.51906932,-0.088285377,31
Charterhouse Square,"001092 - Moorfields, Moorgate","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.51906932,-0.088285377,31
Featherstone Street Benches,"001092 - Moorfields, Moorgate","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.51906932,-0.088285377,31
St. Paul's Cathedral,"001092 - Moorfields, Moorgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'churches', 'title': 'Churches'}]",4.5,,Park,51.51906932,-0.088285377,31
St Alphage's Church Ruins,"001092 - Moorfields, Moorgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]",3.0,,Park,51.51906932,-0.088285377,31
City Of London,"001092 - Moorfields, Moorgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,,Park,51.51906932,-0.088285377,31
Paternoster Square,"001092 - Moorfields, Moorgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.0,,Park,51.51906932,-0.088285377,31
Kings Square Gardens,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.52589324,-0.090847761,11
Fortune Street Park,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",4.0,,Park,51.52589324,-0.090847761,11
Aske Gardens,"000964 - Bath Street, St. Luke's","[{'alias': 'tennis', 'title': 'Tennis'}, {'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.52589324,-0.090847761,11
Shoreditch Park,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.52589324,-0.090847761,11
Bunhill Fields,"000964 - Bath Street, St. Luke's","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52589324,-0.090847761,11
Radnor Street Gardens,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52589324,-0.090847761,11
Finsbury Avenue Square,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.52589324,-0.090847761,11
Finsbury Circus Garden,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52589324,-0.090847761,11
Featherstone Street Benches,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.52589324,-0.090847761,11
Banksy Graffiti Artist,"000964 - Bath Street, St. Luke's","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]",4.5,,Park,51.52589324,-0.090847761,11
West Smithfield Garden,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52589324,-0.090847761,11
Quaker Gardens,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.52589324,-0.090847761,11
Russell Park,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.52589324,-0.090847761,11
Duncan Terrace Gardens,"000964 - Bath Street, St. Luke's","[{'alias': 'galleries', 'title': 'Art Galleries'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52589324,-0.090847761,11
Hoxton Square,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.52589324,-0.090847761,11
Charterhouse Square,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.52589324,-0.090847761,11
Exchange Square,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52589324,-0.090847761,11
St Alphage's Church Ruins,"000964 - Bath Street, St. Luke's","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]",3.0,,Park,51.52589324,-0.090847761,11
Hoxton Garden,"000964 - Bath Street, St. Luke's","[{'alias': 'education', 'title': 'Education'}, {'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.52589324,-0.090847761,11
Islington Visitor Moorings,"000964 - Bath Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52589324,-0.090847761,11
St James's Park,"001028 - William IV Street, Strand","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.50946212,-0.124749274,21
Victoria Embankment Gardens,"001028 - William IV Street, Strand","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.50946212,-0.124749274,21
Jubilee Gardens,"001028 - William IV Street, Strand","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.50946212,-0.124749274,21
Aquadrome,"001028 - William IV Street, Strand","[{'alias': 'lakes', 'title': 'Lakes'}]",4.0,,Park,51.50946212,-0.124749274,21
Whitehall Gardens,"001028 - William IV Street, Strand","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.50946212,-0.124749274,21
South Bank Skate Park,"001028 - William IV Street, Strand","[{'alias': 'skate_parks', 'title': 'Skate Parks'}]",4.0,,Park,51.50946212,-0.124749274,21
Soho Square,"001028 - William IV Street, Strand","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.50946212,-0.124749274,21
Trafalgar Square,"001028 - William IV Street, Strand","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.50946212,-0.124749274,21
Lincoln's Inn,"001028 - William IV Street, Strand","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.50946212,-0.124749274,21
House Of VANS London,"001028 - William IV Street, Strand","[{'alias': 'skate_parks', 'title': 'Skate Parks'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",3.5,££,Park,51.50946212,-0.124749274,21
St James's Park Lake,"001028 - William IV Street, Strand","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'lakes', 'title': 'Lakes'}]",4.5,,Park,51.50946212,-0.124749274,21
Leicester Square Gardens,"001028 - William IV Street, Strand","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,,Park,51.50946212,-0.124749274,21
St James Square,"001028 - William IV Street, Strand","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.50946212,-0.124749274,21
Leicester Square,"001028 - William IV Street, Strand","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.50946212,-0.124749274,21
Golden Square,"001028 - William IV Street, Strand","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.50946212,-0.124749274,21
Piccadilly Circus,"001028 - William IV Street, Strand","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.50946212,-0.124749274,21
Coca Cola London Eye,"001028 - William IV Street, Strand","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.50946212,-0.124749274,21
Churchill War Rooms,"001028 - William IV Street, Strand","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'museums', 'title': 'Museums'}]",4.5,,Park,51.50946212,-0.124749274,21
Big Ben,"001028 - William IV Street, Strand","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.50946212,-0.124749274,21
Lend Lease Bluewater Park,"001028 - William IV Street, Strand","[{'alias': 'professional', 'title': 'Professional Services'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.50946212,-0.124749274,21
Russell Square,"003507 - Store Street, Bloomsbury","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.519572,-0.13214036,1
