name,location,categories,rating,price,Type,latitude,longitude,free_bikes
Victoria Tower Gardens,"002635 - Concert Hall Approach 1, South Bank","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.505044,-0.115851,2
South Bank,"002635 - Concert Hall Approach 1, South Bank","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.505044,-0.115851,2
Westminster Abbey,"002635 - Concert Hall Approach 1, South Bank","[{'alias': 'churches', 'title': 'Churches'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.505044,-0.115851,2
Big Ben,"002635 - Concert Hall Approach 1, South Bank","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.505044,-0.115851,2
St. Johns Church,"002635 - Concert Hall Approach 1, South Bank","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.505044,-0.115851,2
Churchill War Rooms,"002635 - Concert Hall Approach 1, South Bank","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'museums', 'title': 'Museums'}]",4.5,,Park,51.505044,-0.115851,2
Leicester Square Gardens,"002635 - Concert Hall Approach 1, South Bank","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,,Park,51.505044,-0.115851,2
Leicester Square,"002635 - Concert Hall Approach 1, South Bank","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.505044,-0.115851,2
Lend Lease Bluewater Park,"002635 - Concert Hall Approach 1, South Bank","[{'alias': 'professional', 'title': 'Professional Services'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.505044,-0.115851,2
Camley Street Natural Park,"300241 - Handyside Street, King's Cross","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.5372405623,-0.124807385707,8
Regent's Canal,"300241 - Handyside Street, King's Cross","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.5372405623,-0.124807385707,8
Granary Square,"300241 - Handyside Street, King's Cross","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.5372405623,-0.124807385707,8
Barnard Park,"300241 - Handyside Street, King's Cross","[{'alias': 'dog_parks', 'title': 'Dog Parks'}]",3.5,,Park,51.5372405623,-0.124807385707,8
Lumpy Hill Adventure Playground,"300241 - Handyside Street, King's Cross","[{'alias': 'playgrounds', 'title': 'Playgrounds'}]",5.0,,Park,51.5372405623,-0.124807385707,8
Barnard Park Adventure Playground,"300241 - Handyside Street, King's Cross","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.5372405623,-0.124807385707,8
Joseph Grimaldi Park,"300241 - Handyside Street, King's Cross","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.5372405623,-0.124807385707,8
Argyle Square,"300241 - Handyside Street, King's Cross","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.5372405623,-0.124807385707,8
Goldington Crescent Gardens,"300241 - Handyside Street, King's Cross","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.5372405623,-0.124807385707,8
Thornhill Gardens,"300241 - Handyside Street, King's Cross","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.5372405623,-0.124807385707,8
Barnsbury Square,"300241 - Handyside Street, King's Cross","[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,££,Park,51.5372405623,-0.124807385707,8
Polygon Road Open Space,"300241 - Handyside Street, King's Cross","[{'alias': 'parks', 'title': 'Parks'}]",2.0,,Park,51.5372405623,-0.124807385707,8
Saint James' Gardens,"300241 - Handyside Street, King's Cross","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.5372405623,-0.124807385707,8
Thornhill Square,"300241 - Handyside Street, King's Cross","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.5372405623,-0.124807385707,8
Purchese Street Open Space,"300241 - Handyside Street, King's Cross","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.5372405623,-0.124807385707,8
Greenwich Foot Tunnel,"200009 - Stebondale Street, Cubitt Town","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,,Park,51.489096,-0.009205,16
Russell Square,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.5293,-0.12827903,25
Camley Street Natural Park,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.5293,-0.12827903,25
St George's Gardens,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.5293,-0.12827903,25
Regent's Canal,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.5293,-0.12827903,25
Granary Square,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.5293,-0.12827903,25
Argyle Square,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.5293,-0.12827903,25
Corams Fields,"300211 - Ossulston Street, Somers Town","[{'alias': 'playgrounds', 'title': 'Playgrounds'}, {'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.5293,-0.12827903,25
Tavistock Square,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.5293,-0.12827903,25
Malet Street Gardens,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.5293,-0.12827903,25
Joseph Grimaldi Park,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.5293,-0.12827903,25
Polygon Road Open Space,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",2.0,,Park,51.5293,-0.12827903,25
Ridgmount Gardens,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",2.0,,Park,51.5293,-0.12827903,25
Goldington Crescent Gardens,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.5293,-0.12827903,25
Saint James' Gardens,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.5293,-0.12827903,25
Fitzrovia Square,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.5293,-0.12827903,25
Gordon Square,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,,Park,51.5293,-0.12827903,25
Russell Park,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.5293,-0.12827903,25
Purchese Street Open Space,"300211 - Ossulston Street, Somers Town","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.5293,-0.12827903,25
Falcon Glade,"200106 - Spanish Road, Clapham Junction","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.45922541,-0.180884959,12
Wandsworth Common,"200106 - Spanish Road, Clapham Junction","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.45922541,-0.180884959,12
Spencer Park,"200106 - Spanish Road, Clapham Junction","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.45922541,-0.180884959,12
Allen Gardens,"001184 - St. Mary Axe, Aldgate","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.51422502,-0.080660083,3
Fortune Street Park,"001184 - St. Mary Axe, Aldgate","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",4.0,,Park,51.51422502,-0.080660083,3
Trinity Square Gardens,"001184 - St. Mary Axe, Aldgate","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.51422502,-0.080660083,3
Portsoken Street Garden,"001184 - St. Mary Axe, Aldgate","[{'alias': 'parks', 'title': 'Parks'}]",2.0,,Park,51.51422502,-0.080660083,3
Finsbury Avenue Square,"001184 - St. Mary Axe, Aldgate","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.51422502,-0.080660083,3
Exchange Square,"001184 - St. Mary Axe, Aldgate","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.51422502,-0.080660083,3
Sky Garden,"001184 - St. Mary Axe, Aldgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.51422502,-0.080660083,3
Tower of London,"001184 - St. Mary Axe, Aldgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.51422502,-0.080660083,3
Tower Bridge,"001184 - St. Mary Axe, Aldgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]",4.5,,Park,51.51422502,-0.080660083,3
Finsbury Circus Garden,"001184 - St. Mary Axe, Aldgate","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.51422502,-0.080660083,3
Crispin Street Women's Refuge,"001184 - St. Mary Axe, Aldgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.0,,Park,51.51422502,-0.080660083,3
London Bridge,"001184 - St. Mary Axe, Aldgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.51422502,-0.080660083,3
Southwark Bridge,"001184 - St. Mary Axe, Aldgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.51422502,-0.080660083,3
St Alphage's Church Ruins,"001184 - St. Mary Axe, Aldgate","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]",3.0,,Park,51.51422502,-0.080660083,3
Shepherd's Bush Green,"200209 - Shepherd's Bush Road North, Shepherd's Bush","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.5015946,-0.222293381,23
Queens Park Rangers FC,"200209 - Shepherd's Bush Road North, Shepherd's Bush","[{'alias': 'sportsteams', 'title': 'Professional Sports Teams'}, {'alias': 'football', 'title': 'Soccer'}]",2.0,,Park,51.5015946,-0.222293381,23
Holland Park Lawn Tennis Club,"200209 - Shepherd's Bush Road North, Shepherd's Bush","[{'alias': 'sports_clubs', 'title': 'Sports Clubs'}, {'alias': 'tennis', 'title': 'Tennis'}]",5.0,,Park,51.5015946,-0.222293381,23
Kensington Olympia Station,"200209 - Shepherd's Bush Road North, Shepherd's Bush","[{'alias': 'publictransport', 'title': 'Public Transportation'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'trainstations', 'title': 'Train Stations'}]",3.0,,Park,51.5015946,-0.222293381,23
Loftus Road Stadium,"200209 - Shepherd's Bush Road North, Shepherd's Bush","[{'alias': 'sports_clubs', 'title': 'Sports Clubs'}, {'alias': 'football', 'title': 'Soccer'}, {'alias': 'stadiumsarenas', 'title': 'Stadiums & Arenas'}]",4.0,,Park,51.5015946,-0.222293381,23
Allen Gardens,"001223 - Buxton Street 1, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.521776,-0.068856,10
Vallance Gardens,"001223 - Buxton Street 1, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.521776,-0.068856,10
Weavers Fields,"001223 - Buxton Street 1, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.521776,-0.068856,10
Banksy Graffiti Artist,"001223 - Buxton Street 1, Shoreditch","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]",4.5,,Park,51.521776,-0.068856,10
Exchange Square,"001223 - Buxton Street 1, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.521776,-0.068856,10
Hoxton Square,"001223 - Buxton Street 1, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.521776,-0.068856,10
Crispin Street Women's Refuge,"001223 - Buxton Street 1, Shoreditch","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.0,,Park,51.521776,-0.068856,10
Blasted Heath,"001223 - Buxton Street 1, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",1.0,,Park,51.521776,-0.068856,10
York Hall Leisure Centre,"001223 - Buxton Street 1, Shoreditch","[{'alias': 'recreation', 'title': 'Recreation Centers'}]",4.0,,Park,51.521776,-0.068856,10
Allen Gardens,"200148 - Ansell House, Stepney","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.520019,-0.05438,4
Vallance Gardens,"200148 - Ansell House, Stepney","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.520019,-0.05438,4
Stepney Green Park,"200148 - Ansell House, Stepney","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]",4.0,,Park,51.520019,-0.05438,4
Weavers Fields,"200148 - Ansell House, Stepney","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.520019,-0.05438,4
Museum Gardens,"200148 - Ansell House, Stepney","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.520019,-0.05438,4
Bethnal Green Gardens,"200148 - Ansell House, Stepney","[{'alias': 'tennis', 'title': 'Tennis'}, {'alias': 'communitygardens', 'title': 'Community Gardens'}, {'alias': 'parks', 'title': 'Parks'}]",2.5,,Park,51.520019,-0.05438,4
Blasted Heath,"200148 - Ansell House, Stepney","[{'alias': 'parks', 'title': 'Parks'}]",1.0,,Park,51.520019,-0.05438,4
Crossrail Place Roof Garden,"200109 - Alpha Grove, Millwall","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.497304,-0.022793,7
Canary Wharf,"200109 - Alpha Grove, Millwall","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'sharedofficespaces', 'title': 'Shared Office Spaces'}, {'alias': 'shoppingcenters', 'title': 'Shopping Centers'}]",4.0,££,Park,51.497304,-0.022793,7
St Luke's Gardens,"200010 - Manresa Road, Chelsea","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.486892,-0.170983,15
Battersea Park,"200010 - Manresa Road, Chelsea","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.486892,-0.170983,15
Chelsea Physic Garden,"200010 - Manresa Road, Chelsea","[{'alias': 'gardens', 'title': 'Botanical Gardens'}]",4.5,,Park,51.486892,-0.170983,15
Cremorne Gardens,"200010 - Manresa Road, Chelsea","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.486892,-0.170983,15
The Chelsea Flower Show,"200010 - Manresa Road, Chelsea","[{'alias': 'gardens', 'title': 'Botanical Gardens'}]",4.0,,Park,51.486892,-0.170983,15
Chelsea Green,"200010 - Manresa Road, Chelsea","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.486892,-0.170983,15
Albert Bridge,"200010 - Manresa Road, Chelsea","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,,Park,51.486892,-0.170983,15
Imperial Camel Corps Memorial,"200010 - Manresa Road, Chelsea","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.486892,-0.170983,15
Battersea Park,"200010 - Manresa Road, Chelsea","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.486892,-0.170983,15
The Regent's Park,"001136 - London Zoo,  The Regent's Park","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.53583617,-0.156285395,12
Primrose Hill,"001136 - London Zoo,  The Regent's Park","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.53583617,-0.156285395,12
St John's Wood Church Gardens,"001136 - London Zoo,  The Regent's Park","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.53583617,-0.156285395,12
The Garden of St John's Lodge,"001136 - London Zoo,  The Regent's Park","[{'alias': 'gardens', 'title': 'Botanical Gardens'}]",4.5,,Park,51.53583617,-0.156285395,12
Tennis Regents - Hyde Park,"001136 - London Zoo,  The Regent's Park","[{'alias': 'tennis', 'title': 'Tennis'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,£££,Park,51.53583617,-0.156285395,12
Queen Mary's Garden,"001136 - London Zoo,  The Regent's Park","[{'alias': 'gardens', 'title': 'Botanical Gardens'}]",5.0,,Park,51.53583617,-0.156285395,12
London Fields,"300040 - Ada Street, Hackney Central","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.53571683,-0.060291813,45
Haggerston Park,"300040 - Ada Street, Hackney Central","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.53571683,-0.060291813,45
Hackney Canal,"300040 - Ada Street, Hackney Central","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'lakes', 'title': 'Lakes'}]",5.0,,Park,51.53571683,-0.060291813,45
Museum Gardens,"300040 - Ada Street, Hackney Central","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.53571683,-0.060291813,45
St. John-at-Hackney Church Gardens,"300040 - Ada Street, Hackney Central","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.53571683,-0.060291813,45
Stonebridge Park,"300040 - Ada Street, Hackney Central","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.53571683,-0.060291813,45
York Hall Leisure Centre,"300040 - Ada Street, Hackney Central","[{'alias': 'recreation', 'title': 'Recreation Centers'}]",4.0,,Park,51.53571683,-0.060291813,45
Blasted Heath,"300040 - Ada Street, Hackney Central","[{'alias': 'parks', 'title': 'Parks'}]",1.0,,Park,51.53571683,-0.060291813,45
Play Area,"300040 - Ada Street, Hackney Central","[{'alias': 'professional', 'title': 'Professional Services'}, {'alias': 'kids_activities', 'title': 'Kids Activities'}, {'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.53571683,-0.060291813,45
Battersea Park,"300045 - Albert Bridge Road, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.47439218,-0.163347594,4
Falcon Glade,"300045 - Albert Bridge Road, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.47439218,-0.163347594,4
Latchmere Recreation Ground & Play Space,"300045 - Albert Bridge Road, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",3.0,,Park,51.47439218,-0.163347594,4
Falcon Park,"300045 - Albert Bridge Road, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.47439218,-0.163347594,4
Shillington Park,"300045 - Albert Bridge Road, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",4.0,,Park,51.47439218,-0.163347594,4
Battersea Park,"300045 - Albert Bridge Road, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.47439218,-0.163347594,4
Albert Bridge,"300045 - Albert Bridge Road, Battersea Park","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,,Park,51.47439218,-0.163347594,4
Allen Gardens,"001083 - Commercial Street, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.52127071,-0.0755789,16
Vallance Gardens,"001083 - Commercial Street, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.52127071,-0.0755789,16
Aske Gardens,"001083 - Commercial Street, Shoreditch","[{'alias': 'tennis', 'title': 'Tennis'}, {'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.52127071,-0.0755789,16
Exchange Square,"001083 - Commercial Street, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52127071,-0.0755789,16
Finsbury Avenue Square,"001083 - Commercial Street, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.52127071,-0.0755789,16
Banksy Graffiti Artist,"001083 - Commercial Street, Shoreditch","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]",4.5,,Park,51.52127071,-0.0755789,16
Weavers Fields,"001083 - Commercial Street, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52127071,-0.0755789,16
Hoxton Square,"001083 - Commercial Street, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.52127071,-0.0755789,16
Bunhill Fields,"001083 - Commercial Street, Shoreditch","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52127071,-0.0755789,16
Crispin Street Women's Refuge,"001083 - Commercial Street, Shoreditch","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.0,,Park,51.52127071,-0.0755789,16
Featherstone Street Benches,"001083 - Commercial Street, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.52127071,-0.0755789,16
Finsbury Circus Garden,"001083 - Commercial Street, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52127071,-0.0755789,16
Blasted Heath,"001083 - Commercial Street, Shoreditch","[{'alias': 'parks', 'title': 'Parks'}]",1.0,,Park,51.52127071,-0.0755789,16
Bishop's Park,"300098 - Hurlingham Park, Parsons Green","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.470131,-0.20464,9
South Park,"300098 - Hurlingham Park, Parsons Green","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.470131,-0.20464,9
Wandsworth Park,"300098 - Hurlingham Park, Parsons Green","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.470131,-0.20464,9
Hurlingham Park,"300098 - Hurlingham Park, Parsons Green","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.470131,-0.20464,9
Bishop's Park Tennis Pavilion,"300098 - Hurlingham Park, Parsons Green","[{'alias': 'tennis', 'title': 'Tennis'}]",4.0,,Park,51.470131,-0.20464,9
Crossrail Place Roof Garden,"200078 - Aberfeldy Street, Poplar","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.513548,-0.005659,8
Canary Wharf,"200078 - Aberfeldy Street, Poplar","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'sharedofficespaces', 'title': 'Shared Office Spaces'}, {'alias': 'shoppingcenters', 'title': 'Shopping Centers'}]",4.0,££,Park,51.513548,-0.005659,8
Langdon Park Community Sports Centre,"200078 - Aberfeldy Street, Poplar","[{'alias': 'recreation', 'title': 'Recreation Centers'}]",3.0,,Park,51.513548,-0.005659,8
Kings Square Gardens,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.52295439,-0.094934859,9
Fortune Street Park,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",4.0,,Park,51.52295439,-0.094934859,9
Spa Fields,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52295439,-0.094934859,9
Aske Gardens,"001026 - Roscoe Street, St. Luke's","[{'alias': 'tennis', 'title': 'Tennis'}, {'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.52295439,-0.094934859,9
Bunhill Fields,"001026 - Roscoe Street, St. Luke's","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52295439,-0.094934859,9
Radnor Street Gardens,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52295439,-0.094934859,9
Finsbury Avenue Square,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.52295439,-0.094934859,9
Russell Park,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.52295439,-0.094934859,9
West Smithfield Garden,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52295439,-0.094934859,9
Finsbury Circus Garden,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52295439,-0.094934859,9
Postman's Park,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.52295439,-0.094934859,9
Charterhouse Square,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.52295439,-0.094934859,9
Quaker Gardens,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.52295439,-0.094934859,9
Featherstone Street Benches,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.52295439,-0.094934859,9
Hoxton Square,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",3.5,,Park,51.52295439,-0.094934859,9
Exchange Square,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.52295439,-0.094934859,9
Myddelton Square Park,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.52295439,-0.094934859,9
St Alphage's Church Ruins,"001026 - Roscoe Street, St. Luke's","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]",3.0,,Park,51.52295439,-0.094934859,9
Paternoster Square,"001026 - Roscoe Street, St. Luke's","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.0,,Park,51.52295439,-0.094934859,9
Northampton Square Garden,"001026 - Roscoe Street, St. Luke's","[{'alias': 'parks', 'title': 'Parks'}]",5.0,,Park,51.52295439,-0.094934859,9
Battersea Park,"300216 - Gas Holders, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}]",4.5,,Park,51.477966,-0.14785703,25
Latchmere Recreation Ground & Play Space,"300216 - Gas Holders, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",3.0,,Park,51.477966,-0.14785703,25
Battersea Power Station,"300216 - Gas Holders, Battersea Park","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,,Park,51.477966,-0.14785703,25
Chelsea Bridge,"300216 - Gas Holders, Battersea Park","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,,Park,51.477966,-0.14785703,25
The Chelsea Flower Show,"300216 - Gas Holders, Battersea Park","[{'alias': 'gardens', 'title': 'Botanical Gardens'}]",4.0,,Park,51.477966,-0.14785703,25
Battersea Park,"300216 - Gas Holders, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}]",4.0,,Park,51.477966,-0.14785703,25
Imperial Camel Corps Memorial,"300216 - Gas Holders, Battersea Park","[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,,Park,51.477966,-0.14785703,25
Pimlico Gardens,"300216 - Gas Holders, Battersea Park","[{'alias': 'parks', 'title': 'Parks'}]",3.0,,Park,51.477966,-0.14785703,25
Mile End Park,"200123 - Burdett Road, Mile End","[{'alias': 'dog_parks', 'title': 'Dog Parks'}]",4.5,,Park,51.516196,-0.029138,30
