fsq_id,location,poi_type
62160b33307675542005dca8,"300248 - Sopwith Way, Battersea Park",['Juice Bar']
4ac518cef964a52015a620e3,"300248 - Sopwith Way, Battersea Park",['Park']
55ffbd1c498ef9c1048d1a71,"300248 - Sopwith Way, Battersea Park",['Plaza']
6308d91d59d2c3662cc69137,"300248 - Sopwith Way, Battersea Park",['Grocery Store / Supermarket']
4c6fd686df6b8cfa813bb64d,"300248 - Sopwith Way, Battersea Park","['Wine Bar', 'Greek Restaurant', 'Italian Restaurant']"
59b3f80b58002c759bdb685e,"300248 - Sopwith Way, Battersea Park",['Playground']
579f2935498e5c380c4c1035,"300248 - Sopwith Way, Battersea Park",['Bus Stop']
4e0f54a27d8bb178a8b1cd1d,"300248 - Sopwith Way, Battersea Park",['Outdoor Gym']
56fea29b498e622e452c9d1c,"300248 - Sopwith Way, Battersea Park",['Bus Stop']
4e7de54155030a6664cd964e,"300248 - Sopwith Way, Battersea Park",['Harbor / Marina']
5639098fcd10e01cdc3be4ef,"001197 - Sackville Street, Mayfair",['Cantonese Restaurant']
4faec53de4b03b805518b6f2,"001197 - Sackville Street, Mayfair","['Eastern European Restaurant', 'French Restaurant']"
61093a7bb5b902006403581e,"001197 - Sackville Street, Mayfair",['Modern European Restaurant']
62da5ff1ae3cf0256a220807,"001197 - Sackville Street, Mayfair",['Park']
4f3cc94aa17c8a4ed1da8c53,"001197 - Sackville Street, Mayfair",['Parking']
4db3c899a86e8d2707786e4e,"001197 - Sackville Street, Mayfair",['Restaurant']
4ac518b4f964a52072a020e3,"001197 - Sackville Street, Mayfair",['Hotel']
4ac518b9f964a520b0a120e3,"001197 - Sackville Street, Mayfair",['American Restaurant']
4ac518b5f964a5208ca020e3,"001197 - Sackville Street, Mayfair",['Lodging']
5188da98498ee426264ceddd,"001197 - Sackville Street, Mayfair",['Office']
4d066dd954d0236aaf3cf9d5,"300094 - Plough Terrace, Clapham Junction",['Grocery Store / Supermarket']
54d77a21498e92bf4aa0a917,"300094 - Plough Terrace, Clapham Junction","['Coffee Shop', 'Restaurant']"
520cfa0b11d23d6d80cdb5af,"300094 - Plough Terrace, Clapham Junction",['Furniture and Home Store']
5651e8a1498e6f7382d7b81c,"300094 - Plough Terrace, Clapham Junction",['Hair Salon']
4c1fa43c920076b03512c5e9,"300094 - Plough Terrace, Clapham Junction",['Grocery Store / Supermarket']
5c9131644a7aae002cd1fc27,"300094 - Plough Terrace, Clapham Junction",['Gym and Studio']
5891e8caf68d8d7fbe878c72,"300094 - Plough Terrace, Clapham Junction",['Yoga Studio']
5c9396549411f2002b5fbfce,"300094 - Plough Terrace, Clapham Junction",['Dining and Drinking']
62c4763fcbe28a224e136c41,"300094 - Plough Terrace, Clapham Junction",['Bakery']
59f8d058135b397611191d0b,"300094 - Plough Terrace, Clapham Junction","['Cocktail Bar', 'Café', 'Restaurant']"
4be1d7b8ae55a593bfbb5b62,"200008 - Portman Square, Marylebone",['Resort']
52bc74c7498e894d9724b34f,"200008 - Portman Square, Marylebone",['Lounge']
4d4481964e5d3704cf68ec93,"200008 - Portman Square, Marylebone","['Tea Room', 'Restaurant']"
510a9043e4b053a9d5ebeeb9,"200008 - Portman Square, Marylebone","[""Children's Clothing Store"", 'Clothing Store', ""Men's Store""]"
508aa5f6e4b06da58179a9f0,"200008 - Portman Square, Marylebone",['Parking']
4bc81e8792b376b0faea503a,"200008 - Portman Square, Marylebone",['Car Dealership']
4bee69693686c9b69d7d246e,"200008 - Portman Square, Marylebone","['Automotive Repair Shop', 'Car Dealership']"
50896c8be4b0f94297081043,"200008 - Portman Square, Marylebone",['Coffee Shop']
4ac518f6f964a5207faf20e3,"200008 - Portman Square, Marylebone",['Spa']
5991ed70d7627e6616b0c969,"200008 - Portman Square, Marylebone",['Swimming Pool']
51570f99e4b0edb00d5ca339,"300031 - Islington Green, Angel",['Barbershop']
4bd6fb97637ba5938302f970,"300031 - Islington Green, Angel",['Barbershop']
52a2fc0311d26973a0ad4f55,"300031 - Islington Green, Angel","['Cheese Store', 'Grocery Store / Supermarket']"
57af2111498e004a34273815,"300031 - Islington Green, Angel",['Gym and Studio']
500db2c5e4b0ddfaa8059f41,"300031 - Islington Green, Angel","['Bar', 'Gastropub']"
4b556900f964a520a7e327e3,"300031 - Islington Green, Angel","['Bar', 'Mediterranean Restaurant']"
4ac518dff964a520eca920e3,"300031 - Islington Green, Angel",['French Restaurant']
4e83567be5fa5681e8b8f24a,"300031 - Islington Green, Angel",['Barbershop']
5c10c086a0215b002cbf9ae9,"300031 - Islington Green, Angel",['Dining and Drinking']
5468b0e5498ea57568c82d60,"300031 - Islington Green, Angel","['Bar', 'American Restaurant', 'Steakhouse']"
57d88315498e6930330ec195,"200108 - Bishop's Bridge Road East, Bayswater",['Hotel']
5375c48e498ee240e0bde532,"200108 - Bishop's Bridge Road East, Bayswater",['Hotel']
4ac518b6f964a52011a120e3,"200108 - Bishop's Bridge Road East, Bayswater",['Hotel']
4ac518f8f964a520f4af20e3,"200108 - Bishop's Bridge Road East, Bayswater",['Stable']
50a2d278e4b08a3c648cb7d0,"200108 - Bishop's Bridge Road East, Bayswater",['Landmarks and Outdoors']
4df46d4dfa76abc3d8706f12,"200108 - Bishop's Bridge Road East, Bayswater",['Parking']
5287c68c498eec9fc973c180,"200108 - Bishop's Bridge Road East, Bayswater",['Hotel']
4ac518b6f964a520dba020e3,"200108 - Bishop's Bridge Road East, Bayswater",['Hotel']
4b7d19bdf964a52098ae2fe3,"200108 - Bishop's Bridge Road East, Bayswater",['Hotel']
51674183e4b0dfab1dda2df1,"200108 - Bishop's Bridge Road East, Bayswater",['Hotel']
57f96fa0498e83e376acb2c9,"001153 - Pall Mall East, West End",['Parking']
4faec53de4b03b805518b6f2,"001153 - Pall Mall East, West End","['Eastern European Restaurant', 'French Restaurant']"
4e32d0df18a846d7ed0bae37,"001153 - Pall Mall East, West End",['Public Art']
5639098fcd10e01cdc3be4ef,"001153 - Pall Mall East, West End",['Cantonese Restaurant']
4e58fe2fb0fbdca309f6b710,"001153 - Pall Mall East, West End",['Playground']
4baf7ed7f964a52095043ce3,"001153 - Pall Mall East, West End",['Skate Park']
61093a7bb5b902006403581e,"001153 - Pall Mall East, West End",['Modern European Restaurant']
eb0a5174602e41fd8cc173db,"001153 - Pall Mall East, West End",['Parking']
bd2504c53dab4ab9e1bc3ff8,"001153 - Pall Mall East, West End",['Parking']
50dbb5d645b143d58d2450be,"001153 - Pall Mall East, West End",[]
4ad3be62f964a52012e620e3,"200253 - Fore Street, Guildhall",['Park']
4cbe90c27dc9a093adcd33f5,"200253 - Fore Street, Guildhall",['Parking']
4bcc44fc937ca593e3c3aa92,"200253 - Fore Street, Guildhall",['Park']
0c5b99073e0f46ab6f6d8c28,"200253 - Fore Street, Guildhall",['Park']
2e4350d32944417dd824f37f,"200253 - Fore Street, Guildhall",['Hotel']
4bd41374a23d43005a1a63ab,"200253 - Fore Street, Guildhall",['Real Estate Agency']
b96ec00b822a430322ec1b0b,"200253 - Fore Street, Guildhall",['Business and Professional Services']
4dac47518154abafc2d3c948,"200253 - Fore Street, Guildhall",['Park']
28339ae30f014aae9614bb2f,"200253 - Fore Street, Guildhall",['Attorney / Law Office']
4d87540c5e70224b72224709,"200253 - Fore Street, Guildhall",['Parking']
4ad3be62f964a52012e620e3,"001092 - Moorfields, Moorgate",['Park']
4bcc44fc937ca593e3c3aa92,"001092 - Moorfields, Moorgate",['Park']
4cbe90c27dc9a093adcd33f5,"001092 - Moorfields, Moorgate",['Parking']
2e4350d32944417dd824f37f,"001092 - Moorfields, Moorgate",['Hotel']
0c5b99073e0f46ab6f6d8c28,"001092 - Moorfields, Moorgate",['Park']
4dac47518154abafc2d3c948,"001092 - Moorfields, Moorgate",['Park']
f2793ed69cf845a4d7c6827c,"001092 - Moorfields, Moorgate",['Parking']
4d87540c5e70224b72224709,"001092 - Moorfields, Moorgate",['Parking']
73109d357af14f0b08a911db,"001092 - Moorfields, Moorgate",[]
4b9ac811f964a52015d535e3,"001092 - Moorfields, Moorgate",['Parking']
5cf56b9ca2c00b002ce1c48d,"000964 - Bath Street, St. Luke's","['Bar', 'Restaurant']"
51c705065019f88f4bbe1232,"000964 - Bath Street, St. Luke's","['Wine Bar', 'Coffee Shop', 'Restaurant']"
5a97cbc3cad1b6446890403b,"000964 - Bath Street, St. Luke's","['Café', 'Restaurant']"
4ad3b332f964a520b9e520e3,"000964 - Bath Street, St. Luke's",['Pub']
5653418e498e5b9502b95888,"000964 - Bath Street, St. Luke's","['Coffee Shop', 'Restaurant']"
53bbdefe498e97b80789e930,"000964 - Bath Street, St. Luke's",['Food Truck']
4dee0f06d22deb0316eccbd1,"000964 - Bath Street, St. Luke's",['Park']
4bcc44fc937ca593e3c3aa92,"000964 - Bath Street, St. Luke's",['Park']
4dac47518154abafc2d3c948,"000964 - Bath Street, St. Luke's",['Park']
514b0dc2e4b06366e4b9b2f7,"000964 - Bath Street, St. Luke's",['Park']
4baf7ed7f964a52095043ce3,"001028 - William IV Street, Strand",['Skate Park']
4ac518f9f964a5200db020e3,"001028 - William IV Street, Strand",['Swimming Pool']
57f96fa0498e83e376acb2c9,"001028 - William IV Street, Strand",['Parking']
4caf67bcc5e6a1cd278eccf6,"001028 - William IV Street, Strand",['Parking']
45445106afcc4d6880af916d,"001028 - William IV Street, Strand",['Parking']
07ae859d42bf4e25be5aaa0c,"001028 - William IV Street, Strand",['Immigration Attorney']
61093a7bb5b902006403581e,"001028 - William IV Street, Strand",['Modern European Restaurant']
5297624511d2ce1a1c60cb40,"001028 - William IV Street, Strand",['Camera Store']
4e32d0df18a846d7ed0bae37,"001028 - William IV Street, Strand",['Public Art']
3fd7b9ffb7664d00271012ff,"001028 - William IV Street, Strand",['Travel Agency']
57db029e498e2fcf385bc5e0,"003507 - Store Street, Bloomsbury",['Burger Joint']
5297624511d2ce1a1c60cb40,"003507 - Store Street, Bloomsbury",['Camera Store']
4ac518f9f964a5200db020e3,"003507 - Store Street, Bloomsbury",['Swimming Pool']
4b72a655f964a5200e822de3,"003507 - Store Street, Bloomsbury",['Hotel']
4ada5b7df964a520c92121e3,"003507 - Store Street, Bloomsbury",['Park']
596e06de419a9e73cd2b4326,"003507 - Store Street, Bloomsbury",['Business and Professional Services']
5d39a8d6d962bb0008ddf01f,"003507 - Store Street, Bloomsbury",['Parking']
4ad2186ef964a5205edf20e3,"003507 - Store Street, Bloomsbury",['Lodging']
5f9c4a0373f7596604b6b65c,"003507 - Store Street, Bloomsbury",['Parking']
4c751116db52b1f7cd9a77dc,"003507 - Store Street, Bloomsbury",['Clothing Store']
4e10835822713f7d7bc8b1fd,"200184 - Erin Close, Walham Green",['Hair Salon']
5206403411d28fa5371b83d0,"200184 - Erin Close, Walham Green","['Wine Bar', 'Coffee Shop', 'Tapas Restaurant']"
539abd1c498e79c6745e174b,"200184 - Erin Close, Walham Green",['Rock Climbing Spot']
4ea43c259911214fd18f84c8,"200184 - Erin Close, Walham Green","['Fish and Chips Shop', 'Fast Food Restaurant']"
4c82a5fb2f1c236af2b63b43,"200184 - Erin Close, Walham Green","['Wine Bar', 'Restaurant']"
4b8c07def964a520a5b932e3,"200184 - Erin Close, Walham Green",['Pub']
55ab9793498e7472d5b1fd15,"200184 - Erin Close, Walham Green","['Cheese Store', 'Gourmet Store', 'Grocery Store / Supermarket']"
62dea10534b6980e32ae3efa,"200184 - Erin Close, Walham Green",['Fish and Chips Shop']
4dd77d5752b1a5c6444dd475,"200184 - Erin Close, Walham Green",['Hair Salon']
593e5927e185f37c5a12b899,"200184 - Erin Close, Walham Green",['Real Estate Agency']
4b863b97f964a520608331e3,"003447 - Gloucester Road (North), Kensington",['Hotel']
4ceb6229b99754819a6d0c45,"003447 - Gloucester Road (North), Kensington",['Hotel']
4ac518b7f964a52055a120e3,"003447 - Gloucester Road (North), Kensington","['Hostel', 'Hotel']"
4ae2d9f8f964a5208d8f21e3,"003447 - Gloucester Road (North), Kensington",['Museum']
4ac518e1f964a5205baa20e3,"003447 - Gloucester Road (North), Kensington",['Restaurant']
4e1b1af988770d5776e3b8ad,"003447 - Gloucester Road (North), Kensington",['Landmarks and Outdoors']
589bbbdfdc33292b96057ca7,"003447 - Gloucester Road (North), Kensington",['Bed and Breakfast']
4b747003f964a5208fdc2de3,"003447 - Gloucester Road (North), Kensington",['Hotel']
521e244511d238623a015401,"003447 - Gloucester Road (North), Kensington",['Residential Building']
5332340e11d2beb56d85cea2,"003447 - Gloucester Road (North), Kensington",['Office Building']
4f31bc87bb3d392853d3a82b,"300074 - Newton Street, Covent Garden",['History Museum']
4acdbe9ef964a520e3cc20e3,"300074 - Newton Street, Covent Garden",['Fast Food Restaurant']
4ae4991ff964a520259c21e3,"300074 - Newton Street, Covent Garden",['Yoga Studio']
4b0f105af964a520b65e23e3,"300074 - Newton Street, Covent Garden","['Fish and Chips Shop', 'Seafood Restaurant']"
4ac518f3f964a520c4ae20e3,"300074 - Newton Street, Covent Garden","['Clothing Store', 'Fashion Accessories Store']"
569911c538facdc3fb3db7ba,"300074 - Newton Street, Covent Garden","['Cafes, Coffee, and Tea Houses']"
4ac518f9f964a5200db020e3,"300074 - Newton Street, Covent Garden",['Swimming Pool']
4b72a655f964a5200e822de3,"300074 - Newton Street, Covent Garden",['Hotel']
4ada5b7df964a520c92121e3,"300074 - Newton Street, Covent Garden",['Park']
4f16d700e4b06c588fe37fe9,"300074 - Newton Street, Covent Garden",[]
4bed0d1691380f471a639f18,"200138 - Heron Quays DLR, Canary Wharf",['Park']
50ca02c1245f2d4aa8c2b7ce,"200138 - Heron Quays DLR, Canary Wharf","['Bar', 'Restaurant']"
5df8fad080653e00083f9c09,"200138 - Heron Quays DLR, Canary Wharf",['Cocktail Bar']
5bc5be5d2f97ec002cf51898,"200138 - Heron Quays DLR, Canary Wharf",['English Restaurant']
6379069fa89dbc7ec86dfc03,"200138 - Heron Quays DLR, Canary Wharf",['Retail']
4cd40eda6be6a14312429802,"200138 - Heron Quays DLR, Canary Wharf",['Health and Beauty Service']
4bcf20d2cc8cd13ad464c5cf,"200138 - Heron Quays DLR, Canary Wharf",['Park']
4d3326f0c6cba35d5e06287a,"200138 - Heron Quays DLR, Canary Wharf",['Steakhouse']
59ad422bf0ca95663b4cbfe1,"200138 - Heron Quays DLR, Canary Wharf","['Bakery', 'Cafes, Coffee, and Tea Houses']"
57508ede498efe9da7ad7c38,"200138 - Heron Quays DLR, Canary Wharf","['Burger Joint', 'American Restaurant', 'Fast Food Restaurant']"
4e1b1af988770d5776e3b8ad,"003499 - Prince Consort Road, Knightsbridge",['Landmarks and Outdoors']
4ae2d9f8f964a5208d8f21e3,"003499 - Prince Consort Road, Knightsbridge",['Museum']
4ac518b7f964a52055a120e3,"003499 - Prince Consort Road, Knightsbridge","['Hostel', 'Hotel']"
52d71ac611d2dae852a0be1f,"003499 - Prince Consort Road, Knightsbridge","['Cafes, Coffee, and Tea Houses', 'Indian Restaurant', 'Middle Eastern Restaurant']"
4ceb6229b99754819a6d0c45,"003499 - Prince Consort Road, Knightsbridge",['Hotel']
598db01a5c68384be552c5f3,"003499 - Prince Consort Road, Knightsbridge",['Parking']
53ad45be498e55bfbfcc1d52,"003499 - Prince Consort Road, Knightsbridge",['Residential Building']
4ff5706be4b058e164518c74,"003499 - Prince Consort Road, Knightsbridge",['Travel and Transportation']
4ac518e1f964a5205baa20e3,"003499 - Prince Consort Road, Knightsbridge",['Restaurant']
521e244511d238623a015401,"003499 - Prince Consort Road, Knightsbridge",['Residential Building']
4acf1a99f964a5206bd220e3,"200119 - Dorothy Road, Clapham Junction","['Pub', 'Restaurant']"
4d066dd954d0236aaf3cf9d5,"200119 - Dorothy Road, Clapham Junction",['Grocery Store / Supermarket']
54d77a21498e92bf4aa0a917,"200119 - Dorothy Road, Clapham Junction","['Coffee Shop', 'Restaurant']"
4c1fa43c920076b03512c5e9,"200119 - Dorothy Road, Clapham Junction",['Grocery Store / Supermarket']
55537287498ec2242bde33a0,"200119 - Dorothy Road, Clapham Junction",['Trade School']
4b12c665f964a520dd8d23e3,"200119 - Dorothy Road, Clapham Junction",['Fish and Chips Shop']
5b28f22906fb60002c93a555,"200119 - Dorothy Road, Clapham Junction",['American Restaurant']
62c4763fcbe28a224e136c41,"200119 - Dorothy Road, Clapham Junction",['Bakery']
5c9396549411f2002b5fbfce,"200119 - Dorothy Road, Clapham Junction",['Dining and Drinking']
5c9e224c16ef67002c1d03b0,"200119 - Dorothy Road, Clapham Junction","['Sports Bar', 'Restaurant']"
61a110ee27c68712af487369,"200251 - Bow Road Station, Bow",['Burger Joint']
4ac518d1f964a520f6a620e3,"200251 - Bow Road Station, Bow",['Urban Park']
5605c703498e7a345933f90e,"200251 - Bow Road Station, Bow",['Hostel']
4fc12c49e4b06229f9530edb,"200251 - Bow Road Station, Bow",['Restaurant']
4c8e9842d2aea093eda8cf69,"200251 - Bow Road Station, Bow",['Locksmith']
4b88186bf964a52071df31e3,"200251 - Bow Road Station, Bow",['Park']
4ac518d2f964a5201aa720e3,"200251 - Bow Road Station, Bow",['Cemetery']
5119112390e754f994e59700,"200251 - Bow Road Station, Bow",['Non-Profit Organization']
4bc9a8b9fb84c9b6905f1b3e,"200251 - Bow Road Station, Bow",['Church']
5a8c749cbd40091eb2683737,"200251 - Bow Road Station, Bow","['Fast Food Restaurant', 'Halal Restaurant']"
4f43c9d8e4b0ee9b22afb767,"003438 - Devonshire Square, Liverpool Street",['Hotel']
542d53f2498e38ccd3d1ae30,"003438 - Devonshire Square, Liverpool Street",['Parking']
53f78ec6498e31b96a6c36cd,"003438 - Devonshire Square, Liverpool Street",['Park']
027cff15e7e1427b30c0c9d5,"003438 - Devonshire Square, Liverpool Street",['Park']
4def5c477d8bb02cbef78038,"003438 - Devonshire Square, Liverpool Street",['Park']
af6c9664627e4b28340174c9,"003438 - Devonshire Square, Liverpool Street",['Real Estate Service']
5d1b823925359200236214e0,"003438 - Devonshire Square, Liverpool Street",['Plaza']
4b9ac811f964a52015d535e3,"003438 - Devonshire Square, Liverpool Street",['Parking']
4e3d79071838cb1b82f09d24,"003438 - Devonshire Square, Liverpool Street",['Parking']
4d87540c5e70224b72224709,"003438 - Devonshire Square, Liverpool Street",['Parking']
557ec29e498ec3aba3829a45,"300243 - Good's Way, King's Cross",['Restaurant']
4bd303c4b221c9b679a0d8d0,"300243 - Good's Way, King's Cross",['Nature Preserve']
5c40d00be07550002c152ad5,"300243 - Good's Way, King's Cross","['Café', 'Restaurant']"
4c114e5d416620a183ded8e4,"300243 - Good's Way, King's Cross",['Park']
4af53b8df964a5209ef821e3,"300243 - Good's Way, King's Cross",['Grocery Store / Supermarket']
59c268c835f9837e089ab0e1,"300243 - Good's Way, King's Cross",['Restaurant']
528dc66111d287131419acec,"300243 - Good's Way, King's Cross","['Bakery', 'Tea Room', 'Restaurant']"
4d810464a4e2370435b7c0cc,"300243 - Good's Way, King's Cross","['Cocktail Bar', 'Hotel Bar', 'English Restaurant']"
5601a0d0498ed9632fd68a49,"300243 - Good's Way, King's Cross",['English Restaurant']
5e2320287fc6dd0008d0c847,"300243 - Good's Way, King's Cross",['Café']
595512e9bcbf7a23978fb733,"003420 - Sedding Street, Sloane Square","['Lounge', 'Restaurant']"
52d71ac611d2dae852a0be1f,"003420 - Sedding Street, Sloane Square","['Cafes, Coffee, and Tea Houses', 'Indian Restaurant', 'Middle Eastern Restaurant']"
4ac518b4f964a52071a020e3,"003420 - Sedding Street, Sloane Square",['Hotel']
4bc9017f0687ef3b832dd9cc,"003420 - Sedding Street, Sloane Square",['Casino']
51c42fb1498e538e55233c62,"003420 - Sedding Street, Sloane Square",['Parking']
51dc0bd9498e5e72a947af2d,"003420 - Sedding Street, Sloane Square",['Business and Professional Services']
4e6e552cd1647053ba0e315b,"003420 - Sedding Street, Sloane Square",['Hotel']
590ad5259fca566d525201cc,"003420 - Sedding Street, Sloane Square",['Breakfast Spot']
56a2039c498e4656c61f6ac6,"003420 - Sedding Street, Sloane Square",['Hotel']
4ec7776177c8be49229c7a89,"003420 - Sedding Street, Sloane Square",['Parking']
5653418e498e5b9502b95888,"000986 - Finsbury Library , Finsbury","['Coffee Shop', 'Restaurant']"
54134a4f498e509e027082c7,"000986 - Finsbury Library , Finsbury","['Bar', 'English Restaurant']"
5777b7f6498ec5cc16dce198,"000986 - Finsbury Library , Finsbury","['Mediterranean Restaurant', 'Middle Eastern Restaurant']"
535e4530498e1cf1027f9f7c,"000986 - Finsbury Library , Finsbury",['Australian Restaurant']
4bbf0605006dc9b6dbe8fb3f,"000986 - Finsbury Library , Finsbury",['Hair Salon']
50da842cc84c4c57279457da,"000986 - Finsbury Library , Finsbury",['Retail']
527cf7d711d278b261650ba5,"000986 - Finsbury Library , Finsbury",['Butcher']
5c3e978dc530930039e733d9,"000986 - Finsbury Library , Finsbury","['Bakery', 'Restaurant']"
4ac518b8f964a52063a120e3,"000986 - Finsbury Library , Finsbury",['Hotel']
4b72ba6cf964a520ca852de3,"000986 - Finsbury Library , Finsbury","['Bakery', 'Café', 'Restaurant']"
4b488723f964a520ca4e26e3,"000979 - Wenlock Road , Hoxton",['Park']
51c705065019f88f4bbe1232,"000979 - Wenlock Road , Hoxton","['Wine Bar', 'Coffee Shop', 'Restaurant']"
514b0dc2e4b06366e4b9b2f7,"000979 - Wenlock Road , Hoxton",['Park']
5653418e498e5b9502b95888,"000979 - Wenlock Road , Hoxton","['Coffee Shop', 'Restaurant']"
4ad3b332f964a520b9e520e3,"000979 - Wenlock Road , Hoxton",['Pub']
4ada0163f964a5201d1d21e3,"000979 - Wenlock Road , Hoxton",['Park']
52a2fc0311d26973a0ad4f55,"000979 - Wenlock Road , Hoxton","['Cheese Store', 'Grocery Store / Supermarket']"
5cf56b9ca2c00b002ce1c48d,"000979 - Wenlock Road , Hoxton","['Bar', 'Restaurant']"
527cf7d711d278b261650ba5,"000979 - Wenlock Road , Hoxton",['Butcher']
50da842cc84c4c57279457da,"000979 - Wenlock Road , Hoxton",['Retail']
58543b8f4287c920be5230ca,"000959 - Milroy Walk, South Bank","['Bar', 'Pizzeria']"
4ac518c3f964a52030a420e3,"000959 - Milroy Walk, South Bank","['Bar', 'Gastropub']"
5a1c12bab546185b18bdfd80,"000959 - Milroy Walk, South Bank",['Dining and Drinking']
4ad2f913f964a520ece220e3,"000959 - Milroy Walk, South Bank",['Retail']
59d77aa1029a552c5f80b296,"000959 - Milroy Walk, South Bank","['Pub', 'Thai Restaurant']"
5783cb5c498e3c23309460e6,"000959 - Milroy Walk, South Bank",['Chinese Restaurant']
4baf7ed7f964a52095043ce3,"000959 - Milroy Walk, South Bank",['Skate Park']
4ac518f0f964a520c3ad20e3,"000959 - Milroy Walk, South Bank",['Food and Beverage Retail']
4ade0758f964a520826721e3,"000959 - Milroy Walk, South Bank","['Wine Bar', 'Restaurant']"
51b1e3dc498effbdf4e4e828,"000959 - Milroy Walk, South Bank","['Clothing Store', ""Women's Store""]"
57508ede498efe9da7ad7c38,"200238 - Westferry DLR, Limehouse","['Burger Joint', 'American Restaurant', 'Fast Food Restaurant']"
4bcf20d2cc8cd13ad464c5cf,"200238 - Westferry DLR, Limehouse",['Park']
59ad422bf0ca95663b4cbfe1,"200238 - Westferry DLR, Limehouse","['Bakery', 'Cafes, Coffee, and Tea Houses']"
5bc5be5d2f97ec002cf51898,"200238 - Westferry DLR, Limehouse",['English Restaurant']
4bed0d1691380f471a639f18,"200238 - Westferry DLR, Limehouse",['Park']
4c807fb1d8086dcba0aa6452,"200238 - Westferry DLR, Limehouse",['Park']
6379069fa89dbc7ec86dfc03,"200238 - Westferry DLR, Limehouse",['Retail']
4ddd188945ddaa53edb7812d,"200238 - Westferry DLR, Limehouse",['English Restaurant']
52010eaf498e0dec4e903fcc,"200238 - Westferry DLR, Limehouse",['History Museum']
4ba4d111f964a5209ab738e3,"200238 - Westferry DLR, Limehouse","['Café', 'English Restaurant', 'Fast Food Restaurant']"
4ac518d2f964a52026a720e3,"001088 - Triangle Car Park, Hyde Park",['Park']
4e1b1af988770d5776e3b8ad,"001088 - Triangle Car Park, Hyde Park",['Landmarks and Outdoors']
4baf3561f964a52015f13be3,"001088 - Triangle Car Park, Hyde Park",['Parking']
51d56ebfe4b098c3c8790eb9,"001088 - Triangle Car Park, Hyde Park",['Track']
4ac518f8f964a520f4af20e3,"001088 - Triangle Car Park, Hyde Park",['Stable']
57d88315498e6930330ec195,"001088 - Triangle Car Park, Hyde Park",['Hotel']
4ac518b4f964a52071a020e3,"001088 - Triangle Car Park, Hyde Park",['Hotel']
4bc9017f0687ef3b832dd9cc,"001088 - Triangle Car Park, Hyde Park",['Casino']
5e11dfac4970d60007c52529,"001088 - Triangle Car Park, Hyde Park",['Police Station']
4b7d19bdf964a52098ae2fe3,"001088 - Triangle Car Park, Hyde Park",['Hotel']
5c3e978dc530930039e733d9,"003468 - Margery Street, Clerkenwell","['Bakery', 'Restaurant']"
5777b7f6498ec5cc16dce198,"003468 - Margery Street, Clerkenwell","['Mediterranean Restaurant', 'Middle Eastern Restaurant']"
4acdd935f964a5203ccd20e3,"003468 - Margery Street, Clerkenwell",['African Restaurant']
54134a4f498e509e027082c7,"003468 - Margery Street, Clerkenwell","['Bar', 'English Restaurant']"
50da842cc84c4c57279457da,"003468 - Margery Street, Clerkenwell",['Retail']
4c517319250dd13aa07d3c7d,"003468 - Margery Street, Clerkenwell","['Café', 'American Restaurant']"
535e4530498e1cf1027f9f7c,"003468 - Margery Street, Clerkenwell",['Australian Restaurant']
527cf7d711d278b261650ba5,"003468 - Margery Street, Clerkenwell",['Butcher']
512dd00de4b0255d5e792236,"003468 - Margery Street, Clerkenwell",['Pilates Studio']
62a38559f4d6a87d2715743b,"003468 - Margery Street, Clerkenwell",['Middle Eastern Restaurant']
4af53b8df964a5209ef821e3,"001011 - Belgrove Street , King's Cross",['Grocery Store / Supermarket']
4d810464a4e2370435b7c0cc,"001011 - Belgrove Street , King's Cross","['Cocktail Bar', 'Hotel Bar', 'English Restaurant']"
528dc66111d287131419acec,"001011 - Belgrove Street , King's Cross","['Bakery', 'Tea Room', 'Restaurant']"
557ec29e498ec3aba3829a45,"001011 - Belgrove Street , King's Cross",['Restaurant']
59c268c835f9837e089ab0e1,"001011 - Belgrove Street , King's Cross",['Restaurant']
5e2320287fc6dd0008d0c847,"001011 - Belgrove Street , King's Cross",['Café']
4da6c1da0cb66f65870bac2c,"001011 - Belgrove Street , King's Cross",['Library']
4f734058e4b04cc2064ad032,"001011 - Belgrove Street , King's Cross",['Grocery Store / Supermarket']
51b08a8ab589d18b807ed1a8,"001011 - Belgrove Street , King's Cross",['Bar']
5f6f54e999b0676341895ef8,"001011 - Belgrove Street , King's Cross",['Dim Sum Restaurant']
4ba4d111f964a5209ab738e3,"200254 - Teviot Street, Poplar","['Café', 'English Restaurant', 'Fast Food Restaurant']"
4dbd4d300437955ec048d22d,"200254 - Teviot Street, Poplar",['Brewery']
4b4929b8f964a5205e6826e3,"200254 - Teviot Street, Poplar",['Park']
52a9b97f498e8be9c8e398d8,"200254 - Teviot Street, Poplar",['Food and Beverage Retail']
50997c61e4b01cb1b12ac09f,"200254 - Teviot Street, Poplar",['Landmarks and Outdoors']
4bd0ca6577b29c74cf7c8b82,"200254 - Teviot Street, Poplar",['Rail Station']
3dae6a6bed6b40752b768a2f,"200254 - Teviot Street, Poplar",['General Contractor']
5528c640498e7f53857105d5,"200254 - Teviot Street, Poplar",['High School']
13c17e8995da45269c6e9db4,"200254 - Teviot Street, Poplar",['Nurse']
1fec0e8132d04b660e0cd8b3,"200254 - Teviot Street, Poplar",['Locksmith']
