name,location,categories,rating,Type,latitude,longitude,free_bikes,price_num
Keu,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.0,Restaurant,51.51707521,-0.086685542,3,2.0
Chilango,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,Restaurant,51.51707521,-0.086685542,3,1.0
Pod,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,Restaurant,51.51707521,-0.086685542,3,1.0
The Natural Kitchen Angel Court,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'british', 'title': 'British'}]",5.0,Restaurant,51.51707521,-0.086685542,3,
South Place Grill,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,Restaurant,51.51707521,-0.086685542,3,
Birley Sandwiches,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,Restaurant,51.51707521,-0.086685542,3,
Chipotle Mexican Grill,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,Restaurant,51.51707521,-0.086685542,3,1.0
Chartered Accountants' Hall,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",4.0,Restaurant,51.51707521,-0.086685542,3,2.0
South Place Chop House,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Restaurant,51.51707521,-0.086685542,3,
The Tokenhouse,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",4.5,Restaurant,51.51707521,-0.086685542,3,2.0
Coya,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,Restaurant,51.51707521,-0.086685542,3,
Angler,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'british', 'title': 'British'}]",4.5,Restaurant,51.51707521,-0.086685542,3,4.0
Yauatcha City,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'dimsum', 'title': 'Dim Sum'}]",4.0,Restaurant,51.51707521,-0.086685542,3,3.0
Coco Di Mama,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'italian', 'title': 'Italian'}]",3.5,Restaurant,51.51707521,-0.086685542,3,1.0
City Social,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'british', 'title': 'British'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Restaurant,51.51707521,-0.086685542,3,4.0
Louies Bar,"000984 - Finsbury Circus, Liverpool Street","[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Restaurant,51.51707521,-0.086685542,3,
Number Twelve,"001079 - Endsleigh Gardens, Euston","[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,Restaurant,51.52683806,-0.130504336,17,3.0
Albertini Restaurant,"001079 - Endsleigh Gardens, Euston","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,Restaurant,51.52683806,-0.130504336,17,1.0
Yatri Indian Restaurant,"001079 - Endsleigh Gardens, Euston","[{'alias': 'indpak', 'title': 'Indian'}]",4.5,Restaurant,51.52683806,-0.130504336,17,
Prezzo,"001079 - Endsleigh Gardens, Euston","[{'alias': 'british', 'title': 'British'}]",3.0,Restaurant,51.52683806,-0.130504336,17,2.0
Cattle & Co.,"001079 - Endsleigh Gardens, Euston","[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,Restaurant,51.52683806,-0.130504336,17,2.0
Woburn Tandoori Restaurant,"001079 - Endsleigh Gardens, Euston","[{'alias': 'indpak', 'title': 'Indian'}]",3.5,Restaurant,51.52683806,-0.130504336,17,2.0
Friends House Restaurant,"001079 - Endsleigh Gardens, Euston","[{'alias': 'modern_european', 'title': 'Modern European'}]",4.0,Restaurant,51.52683806,-0.130504336,17,2.0
The Rocket,"001079 - Endsleigh Gardens, Euston","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",3.0,Restaurant,51.52683806,-0.130504336,17,1.0
Upper Fleet Bakery,"001079 - Endsleigh Gardens, Euston","[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,Restaurant,51.52683806,-0.130504336,17,
New China Club,"001079 - Endsleigh Gardens, Euston","[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,Restaurant,51.52683806,-0.130504336,17,
Nando's,"001079 - Endsleigh Gardens, Euston","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",3.5,Restaurant,51.52683806,-0.130504336,17,2.0
Sorrento Snack Bar,"001079 - Endsleigh Gardens, Euston","[{'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,Restaurant,51.52683806,-0.130504336,17,1.0
Wot The Dickens,"001079 - Endsleigh Gardens, Euston","[{'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,Restaurant,51.52683806,-0.130504336,17,1.0
The Rib Man,"001079 - Endsleigh Gardens, Euston","[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.5,Restaurant,51.52683806,-0.130504336,17,1.0
Chives,"001079 - Endsleigh Gardens, Euston","[{'alias': 'british', 'title': 'British'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,Restaurant,51.52683806,-0.130504336,17,1.0
Upper Crust,"001079 - Endsleigh Gardens, Euston","[{'alias': 'foodstands', 'title': 'Food Stands'}]",4.5,Restaurant,51.52683806,-0.130504336,17,
Pizza Express,"001079 - Endsleigh Gardens, Euston","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,Restaurant,51.52683806,-0.130504336,17,2.0
Golden Arrow,"001079 - Endsleigh Gardens, Euston","[{'alias': 'restaurants', 'title': 'Restaurants'}]",3.0,Restaurant,51.52683806,-0.130504336,17,3.0
Mulberry's,"001079 - Endsleigh Gardens, Euston","[{'alias': 'british', 'title': 'British'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",1.0,Restaurant,51.52683806,-0.130504336,17,
Ginger Jules,"001079 - Endsleigh Gardens, Euston","[{'alias': 'cafes', 'title': 'Cafes'}]",5.0,Restaurant,51.52683806,-0.130504336,17,
The Terrace,"001136 - London Zoo,  The Regent's Park","[{'alias': 'cafes', 'title': 'Cafes'}]",0.0,Restaurant,51.53583617,-0.156285395,12,
Pergola Paddington,"002585 - Orsett Terrace, Bayswater","[{'alias': 'food_court', 'title': 'Food Court'}]",3.5,Restaurant,51.517932,-0.183716959,7,
Pearl Liang,"002585 - Orsett Terrace, Bayswater","[{'alias': 'dimsum', 'title': 'Dim Sum'}]",4.0,Restaurant,51.517932,-0.183716959,7,2.0
Lords of Poké,"002585 - Orsett Terrace, Bayswater","[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",5.0,Restaurant,51.517932,-0.183716959,7,
Huckster,"002585 - Orsett Terrace, Bayswater","[{'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'burgers', 'title': 'Burgers'}]",1.0,Restaurant,51.517932,-0.183716959,7,
Itsu,"002585 - Orsett Terrace, Bayswater","[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,Restaurant,51.517932,-0.183716959,7,1.0
Poncho 8,"002585 - Orsett Terrace, Bayswater","[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,Restaurant,51.517932,-0.183716959,7,1.0
Alto by San Carlo,"002585 - Orsett Terrace, Bayswater","[{'alias': 'italian', 'title': 'Italian'}]",3.5,Restaurant,51.517932,-0.183716959,7,
Tossed,"002585 - Orsett Terrace, Bayswater","[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",4.0,Restaurant,51.517932,-0.183716959,7,1.0
Pret A Manger,"002585 - Orsett Terrace, Bayswater","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,Restaurant,51.517932,-0.183716959,7,1.0
Store Street Espresso,"002585 - Orsett Terrace, Bayswater","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.0,Restaurant,51.517932,-0.183716959,7,1.0
Il Giardino Restaurant,"003486 - St. Luke's Church, Chelsea","[{'alias': 'italian', 'title': 'Italian'}]",5.0,Restaurant,51.48971651,-0.170194408,17,
Phat Phuc Noodle Bar,"003486 - St. Luke's Church, Chelsea","[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,Restaurant,51.48971651,-0.170194408,17,1.0
The Sydney Arms,"003486 - St. Luke's Church, Chelsea","[{'alias': 'british', 'title': 'British'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",3.5,Restaurant,51.48971651,-0.170194408,17,2.0
The Market Place Restaurant,"003486 - St. Luke's Church, Chelsea","[{'alias': 'italian', 'title': 'Italian'}]",4.5,Restaurant,51.48971651,-0.170194408,17,3.0
Mezcalito Chelsea,"003486 - St. Luke's Church, Chelsea","[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'lounges', 'title': 'Lounges'}]",3.5,Restaurant,51.48971651,-0.170194408,17,
Elystan Street,"003486 - St. Luke's Church, Chelsea","[{'alias': 'british', 'title': 'British'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.0,Restaurant,51.48971651,-0.170194408,17,
Le Colombier,"003486 - St. Luke's Church, Chelsea","[{'alias': 'french', 'title': 'French'}]",4.0,Restaurant,51.48971651,-0.170194408,17,3.0
L'eto Caffe,"003486 - St. Luke's Church, Chelsea","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Restaurant,51.48971651,-0.170194408,17,3.0
Zheng Chelsea,"003486 - St. Luke's Church, Chelsea","[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,Restaurant,51.48971651,-0.170194408,17,2.0
The Builders Arms,"003486 - St. Luke's Church, Chelsea","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,Restaurant,51.48971651,-0.170194408,17,3.0
The Pie Man,"003486 - St. Luke's Church, Chelsea","[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'catering', 'title': 'Caterers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,Restaurant,51.48971651,-0.170194408,17,2.0
Cafe de la Paix,"003486 - St. Luke's Church, Chelsea","[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.0,Restaurant,51.48971651,-0.170194408,17,1.0
Elistano Restaurant,"003486 - St. Luke's Church, Chelsea","[{'alias': 'italian', 'title': 'Italian'}]",4.0,Restaurant,51.48971651,-0.170194408,17,2.0
PJ's Bar and Grill,"003486 - St. Luke's Church, Chelsea","[{'alias': 'newamerican', 'title': 'American (New)'}]",3.5,Restaurant,51.48971651,-0.170194408,17,3.0
Patara-South Kensignton,"003486 - St. Luke's Church, Chelsea","[{'alias': 'thai', 'title': 'Thai'}]",3.0,Restaurant,51.48971651,-0.170194408,17,2.0
Villa Mama's,"003486 - St. Luke's Church, Chelsea","[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",3.5,Restaurant,51.48971651,-0.170194408,17,
La Pizzeria Restaurants,"003486 - St. Luke's Church, Chelsea","[{'alias': 'pizza', 'title': 'Pizza'}]",1.5,Restaurant,51.48971651,-0.170194408,17,3.0
Pellicano,"003486 - St. Luke's Church, Chelsea","[{'alias': 'italian', 'title': 'Italian'}]",3.0,Restaurant,51.48971651,-0.170194408,17,
Boho,"003486 - St. Luke's Church, Chelsea","[{'alias': 'cafes', 'title': 'Cafes'}]",2.5,Restaurant,51.48971651,-0.170194408,17,
Le Grocer on Kings Road,"003486 - St. Luke's Church, Chelsea","[{'alias': 'delis', 'title': 'Delis'}]",2.5,Restaurant,51.48971651,-0.170194408,17,3.0
Bizzarro,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'italian', 'title': 'Italian'}]",4.0,Restaurant,51.51348,-0.17977,6,2.0
Laurents,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delicatessen', 'title': 'Delicatessen'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,Restaurant,51.51348,-0.17977,6,1.0
Tukdin,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'malaysian', 'title': 'Malaysian'}]",4.0,Restaurant,51.51348,-0.17977,6,2.0
The Swan,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",4.0,Restaurant,51.51348,-0.17977,6,2.0
Raffles,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,Restaurant,51.51348,-0.17977,6,1.0
Taormina Restaurant,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'italian', 'title': 'Italian'}]",3.5,Restaurant,51.51348,-0.17977,6,2.0
Flavours Of India,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'pakistani', 'title': 'Pakistani'}]",3.5,Restaurant,51.51348,-0.17977,6,2.0
Halepi,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'kebab', 'title': 'Kebab'}]",4.0,Restaurant,51.51348,-0.17977,6,2.0
La Costa Cafe,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,Restaurant,51.51348,-0.17977,6,
Rose Garden Restaurant,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'persian', 'title': 'Persian/Iranian'}, {'alias': 'british', 'title': 'British'}, {'alias': 'modern_european', 'title': 'Modern European'}]",3.0,Restaurant,51.51348,-0.17977,6,2.0
Cafe Dylan Dog,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,Restaurant,51.51348,-0.17977,6,1.0
The Pride Of Paddington,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'british', 'title': 'British'}, {'alias': 'pubs', 'title': 'Pubs'}]",3.5,Restaurant,51.51348,-0.17977,6,2.0
Il Gusto Italian Restaurant Paddington,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,Restaurant,51.51348,-0.17977,6,1.0
Case,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'cafes', 'title': 'Cafes'}]",5.0,Restaurant,51.51348,-0.17977,6,
Lancaster Gate Cafe,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,Restaurant,51.51348,-0.17977,6,2.0
Villa Rosa Restaurant,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'italian', 'title': 'Italian'}]",4.0,Restaurant,51.51348,-0.17977,6,2.0
Bel Canto,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'french', 'title': 'French'}, {'alias': 'opera', 'title': 'Opera & Ballet'}]",4.0,Restaurant,51.51348,-0.17977,6,4.0
Paddington Tandoori,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'indpak', 'title': 'Indian'}]",3.0,Restaurant,51.51348,-0.17977,6,
Chelsea Deli,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'food', 'title': 'Food'}]",2.5,Restaurant,51.51348,-0.17977,6,
Corus Hotel Hyde Park,"001227 - Devonshire Terrace, Bayswater","[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",2.5,Restaurant,51.51348,-0.17977,6,4.0
Barge East,"300213 - Monier Road, Hackney Wick","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'british', 'title': 'British'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,Restaurant,51.5403115,-0.021630359,7,
Forman's,"300213 - Monier Road, Hackney Wick","[{'alias': 'british', 'title': 'British'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,Restaurant,51.5403115,-0.021630359,7,3.0
White Post,"300213 - Monier Road, Hackney Wick","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",5.0,Restaurant,51.5403115,-0.021630359,7,
The Blackbird,"003444 - Penywern Road, Earl's Court","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Restaurant,51.49159394,-0.192369256,9,2.0
Orjowan Lebanese Cuisine,"003444 - Penywern Road, Earl's Court","[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.5,Restaurant,51.49159394,-0.192369256,9,2.0
The King's Head,"003444 - Penywern Road, Earl's Court","[{'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,Restaurant,51.49159394,-0.192369256,9,2.0
Mai Food,"003444 - Penywern Road, Earl's Court","[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,Restaurant,51.49159394,-0.192369256,9,2.0
Theo's Simple Italian,"003444 - Penywern Road, Earl's Court","[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'delis', 'title': 'Delis'}]",4.0,Restaurant,51.49159394,-0.192369256,9,
Nando's,"003444 - Penywern Road, Earl's Court","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.0,Restaurant,51.49159394,-0.192369256,9,2.0
Sichuan Chef,"003444 - Penywern Road, Earl's Court","[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,Restaurant,51.49159394,-0.192369256,9,
Byron,"003444 - Penywern Road, Earl's Court","[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,Restaurant,51.49159394,-0.192369256,9,2.0
Kings Kebab House,"003444 - Penywern Road, Earl's Court","[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,Restaurant,51.49159394,-0.192369256,9,1.0
Over Under Coffee,"003444 - Penywern Road, Earl's Court","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,Restaurant,51.49159394,-0.192369256,9,1.0
Cous Cous Darna,"003444 - Penywern Road, Earl's Court","[{'alias': 'moroccan', 'title': 'Moroccan'}]",5.0,Restaurant,51.49159394,-0.192369256,9,
Gourmet Burger Kitchen,"003444 - Penywern Road, Earl's Court","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,Restaurant,51.49159394,-0.192369256,9,2.0
Siam Secret,"003444 - Penywern Road, Earl's Court","[{'alias': 'thai', 'title': 'Thai'}]",4.0,Restaurant,51.49159394,-0.192369256,9,2.0
Masala,"003444 - Penywern Road, Earl's Court","[{'alias': 'indpak', 'title': 'Indian'}]",4.0,Restaurant,51.49159394,-0.192369256,9,2.0
Flora Indica,"003444 - Penywern Road, Earl's Court","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'indpak', 'title': 'Indian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",5.0,Restaurant,51.49159394,-0.192369256,9,2.0
Paul,"003444 - Penywern Road, Earl's Court","[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,Restaurant,51.49159394,-0.192369256,9,2.0
The Courtfield,"003444 - Penywern Road, Earl's Court","[{'alias': 'british', 'title': 'British'}]",3.0,Restaurant,51.49159394,-0.192369256,9,2.0
The Halal Guys,"003444 - Penywern Road, Earl's Court","[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'halal', 'title': 'Halal'}]",4.0,Restaurant,51.49159394,-0.192369256,9,
Maroush Bakehouse,"003444 - Penywern Road, Earl's Court","[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'lebanese', 'title': 'Lebanese'}]",4.5,Restaurant,51.49159394,-0.192369256,9,2.0
Number 10 Restaurant,"003444 - Penywern Road, Earl's Court","[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,Restaurant,51.49159394,-0.192369256,9,2.0
Riverside Cafe,"001059 - Albert Embankment, Vauxhall","[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,Restaurant,51.49043573,-0.122806861,12,2.0
The Rose,"001059 - Albert Embankment, Vauxhall","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",3.5,Restaurant,51.49043573,-0.122806861,12,2.0
Chino Latino,"001059 - Albert Embankment, Vauxhall","[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,Restaurant,51.49043573,-0.122806861,12,3.0
 Madeira Café,"001059 - Albert Embankment, Vauxhall","[{'alias': 'cafes', 'title': 'Cafes'}]",3.5,Restaurant,51.49043573,-0.122806861,12,
Casa Madeira,"001059 - Albert Embankment, Vauxhall","[{'alias': 'portuguese', 'title': 'Portuguese'}]",3.5,Restaurant,51.49043573,-0.122806861,12,
Pizza Express,"001059 - Albert Embankment, Vauxhall","[{'alias': 'pizza', 'title': 'Pizza'}]",3.0,Restaurant,51.49043573,-0.122806861,12,2.0
Tate Britain Cafe,"001059 - Albert Embankment, Vauxhall","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cafes', 'title': 'Cafes'}]",3.5,Restaurant,51.49043573,-0.122806861,12,1.0
Lobster London,"001059 - Albert Embankment, Vauxhall","[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'burgers', 'title': 'Burgers'}]",1.0,Restaurant,51.49043573,-0.122806861,12,4.0
Als Cafe,"001059 - Albert Embankment, Vauxhall","[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,Restaurant,51.49043573,-0.122806861,12,
Pizza Express,"001059 - Albert Embankment, Vauxhall","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.0,Restaurant,51.49043573,-0.122806861,12,
The Archduke,"001186 - Belvedere Road 1, South Bank","[{'alias': 'modern_european', 'title': 'Modern European'}]",4.0,Restaurant,51.50613324,-0.114686385,20,2.0
House,"001186 - Belvedere Road 1, South Bank","[{'alias': 'modern_european', 'title': 'Modern European'}]",4.0,Restaurant,51.50613324,-0.114686385,20,3.0
Ping Pong,"001186 - Belvedere Road 1, South Bank","[{'alias': 'dimsum', 'title': 'Dim Sum'}]",3.5,Restaurant,51.50613324,-0.114686385,20,2.0
Maria Sabina,"001186 - Belvedere Road 1, South Bank","[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,Restaurant,51.50613324,-0.114686385,20,
The Bloody Oyster,"001186 - Belvedere Road 1, South Bank","[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",5.0,Restaurant,51.50613324,-0.114686385,20,
Skylon,"001186 - Belvedere Road 1, South Bank","[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.50613324,-0.114686385,20,3.0
Honest Burgers Southbank,"001186 - Belvedere Road 1, South Bank","[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,Restaurant,51.50613324,-0.114686385,20,
The Cube,"001186 - Belvedere Road 1, South Bank","[{'alias': 'british', 'title': 'British'}]",5.0,Restaurant,51.50613324,-0.114686385,20,4.0
The Deck at the National Theatre,"001186 - Belvedere Road 1, South Bank","[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,Restaurant,51.50613324,-0.114686385,20,3.0
Fishcotheque,"001186 - Belvedere Road 1, South Bank","[{'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,Restaurant,51.50613324,-0.114686385,20,1.0
Terrace Restaurant,"001186 - Belvedere Road 1, South Bank","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.50613324,-0.114686385,20,3.0
Wagamama,"001186 - Belvedere Road 1, South Bank","[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,Restaurant,51.50613324,-0.114686385,20,2.0
Korrito,"001186 - Belvedere Road 1, South Bank","[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'korean', 'title': 'Korean'}]",4.0,Restaurant,51.50613324,-0.114686385,20,1.0
Giraffe,"001186 - Belvedere Road 1, South Bank","[{'alias': 'british', 'title': 'British'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.0,Restaurant,51.50613324,-0.114686385,20,2.0
Hank's Po' Boys,"001186 - Belvedere Road 1, South Bank","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'catering', 'title': 'Caterers'}]",4.5,Restaurant,51.50613324,-0.114686385,20,
Côte Brasserie,"001186 - Belvedere Road 1, South Bank","[{'alias': 'brasseries', 'title': 'Brasseries'}]",4.0,Restaurant,51.50613324,-0.114686385,20,
Benugo @ BFI,"001186 - Belvedere Road 1, South Bank","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.50613324,-0.114686385,20,2.0
